language,sentence_id,surface,segmented,gloss,translation
lang1,85,"Héré vórumanu izamimi, nie Vánuguvalu bóromugomo ivézimimi.",héré vóruma-nu i-sami-mi ni-e Vánuguva-lu bóromu-ke-me i-vézimi-mi,if spring-INESS INAN-be-WIT 1SG-ERG Vancouver-ILL go-FUT-DIR INAN-want-WIT,"If it is spring, I want to go to Vancouver."
lang1,86,"Hére nili gérie rélama inárumimi, dórumadórumagoo tegee vóruzila izamimi.",hére ni-li géri-e rélama i-nárumi-mi dóruma-dóruma-ko-o te-ke-ERG vóruza-la i-sami-mi,when 1SG-POSS friend-ERG poem INAN-write-WIT student-PL-DEF-ERG PL.SUBJ-ERG surprised-ADJ.ANIM INAN-be-WIT,"When my friend wrote a poem, the students were surprised."
lang1,87,"Sélimi ubárumamu. Dóramudóramu, sélimi ubárumamu. Teli múranumúranu zóruzilu izamizimi.",sélimi i-páruma-mi dóramu-dóramu sélimi i-párumi-mi te-li múranu-múranu zóraza-lu i-sami-su-mi,day INAN-seize-WIT boy-PL day INAN-seize-WIT 2PL.POSS life-PL extraordinary-ADJ.INAN INAN-be-CAUS-WIT,"Seize the day. Boys, seize the day. Make your lives extraordinary."
lang1,88,"Zúradórumago nórama izélimivélimimi, nérili lóruma ugóruamugomo ivézimimi.",zúradóruma-ko zérani i-sélimivélimi-mi nérili lóruma i-góruamu-ke-me i-vézimi-mi,scholar-DEF.NEAR always INAN-daydream-WIT new-ADJ language INAN-create-FUT-DIR INAN-want-WIT,The scholar who always daydreams wants to create a new language.
lang1,89,"Héré zúradórumago mégevélami idárimimi, mógoo nérili lóruma izérimigeme.",héré zúradóruma-ko mégevélami i-dárimi-mi mógo-o nérili lóruma i-sérimi-ke-me,if scholar-DEF.NEAR ambition INAN-grow-WIT world-ERG new-ADJ language INAN-learn-FUT-DIR,"If the scholar's ambition grows, the world will learn a new language."
lang1,90,"Vérima há! Doygo po píza po tórumubu, ni Doynu lízera fálumuno, hére po!","vérima há! Doygo po píza po tórumu-bi, ni Doy-ni lízera fálumu-no, hére po!","look MIR! Doughy-ERG two pizza two give-FUT-INDIR.CAUS-WIT, 1SG Doughy-NEG OBJ.NEG like-NEG, but two!","Look! Doughy’s is having two-for-one pizza; I don't like Doughy’s, but two!"
lang1,91,Swidige tóralugóruama míranunérili zéreni tóralutóralu ugóruamumu.,Swidi-go tóralu-góruama míraninéri-li zéreni tóralu-tóralu i-góruamu-mi,Swidi-ERG video-creator life-end-ELAT many video-video INAN-create-WIT,The Swedish director makes a lot of movies about death.
lang1,92,Mázumugo túrumu adárumumu.,mázumu-go túrumu a-dárumu-mi,cat-ERG bird ANIM-chase-WIT,The cat chases the bird.
lang1,93,Pobárumubo nólumulu mázumugo abúrumuvárumumu.,po-bárumu nólumu-lu mázumu-ko-o a-púrumu-fárumu-mi,dog-dog two lazy-ADJ cat-DEF-ERG ANIM-jump-pass-WIT,Two dogs jump over the lazy cat.
lang1,94,Mázumugo lúmuralu kírimidógorulu uvárumumu.,mázumu-go lúmura-lu kóramudógoru-lu i-fárumu-mi,cat-ERG beautiful-ADJ tree-ILL INAN-climb-WIT,The cat climbed into the beautiful tree.
lang1,95,"Bárumugo mázumunu lízera fálumuno, shingére mázumugo bárumunu lízera fálumuno.","Segmentation: bárumu-go mázumu-nu lízera fálumu-no, shi-hére mísumu-go bárumu-nu lízera fálumu-no","dog-ERG cat-NEG OBJ.NEG like-NEG, REC-and cat-ERG dog-NEG OBJ.NEG like-NEG","The dog does not like the cat, and the cat does not like the dog."
lang1,96,Nulórada kérimimi.,ni-lóra-da kérimi-mi,1SG-hand-INALIEN ache-WIT,My hand hurts.
lang1,97,Dórumago néride udórumodórumamu.,dóruma-ko néri-te i-tórumo-dérimi-mi,student-ERG leg-3SG.INALIEN INAN-hit-finish-WIT,The student broke his leg.
lang1,98,Ni teli múranuzómudoshmúranuzómudoshda vóruma angáramami.,Segmentation: ni te-li múranuzómut-múranuzómut-da vóruma a-árama-mi,1PL.INCL PL.POSS heart-INALIEN-PL spring ANIM-welcome-WIT,Our hearts welcome the spring.
lang1,99,Tímege lúmuralu pomúrudo izérimimi.,tíme-ke lúmura-lu múru-múru-te i-sérimi-mi,2SG.FORMAL-ERG beautiful-ADJ DU-eye-2SG.INALIEN INAN-ensure-WIT,You have (ensure/possess) beautiful eyes.
lang1,100,Nie lúmuralu kírimigírimi vórumanu igérimimi.,ni-e lúmura-lu kírimi-kírimi vóruma-nu i-kérimi-mi,1SG-ERG beautiful-ADJ flower-PL spring-INESS INAN-count-WIT,I am counting the beautiful flowers in the spring.
lang1,101,Kórumunu kádingérenáni dórumadóruma izamimi.,kórumu-nu kádi-hére-náni dóruma-dóruma i-sami-mi,classroom-INESS twenty-and-five student-PL INAN-be-WIT,There are 25 students in the classroom.
lang1,102,Zúradórumagoo pánurunu pogádingérebe mólurumóluru upárumamu.,zúradóruma-ko-o pánuru-nu po-kádi-hére-po móluru-móluru i-páruma-mi,scholar-DEF-ERG library-INESS two-twenty-and-two book-PL INAN-possess-WIT,The scholar has forty-two books in the library.
lang1,103,Ni tegee nérili vérenili vézi kómurugómuru idézimimi.,ni te-ke-ERG nérili véreni-li vézi kómuru-kómuru i-dézimi-mi,1PL.INCL-PL.SUBJ-ERG new project-ELAT ten computer-PL INAN-need-WIT,We need ten computers for the new project.
lang1,104,"Héré tímee ni ú sánomu udórumubu, ni zúra férimala izamigemi há!",héré tíme-e ni ú sánomu i-tórumu-bi ni zúra férimala i-sami-ke-mi há,if 2SG.FORMAL-ERG 1SG eight snack INAN-give-BEN 1SG very happy INAN-be-FUT-WIT MIR,"If you give me eight snacks, I will be very happy!"
lang1,105,Dárumodórumagoo vórumanu ú vúlumuvúlumu adárumumu.,dárumo-dóruma-ko-o vóruma-nu ú vúlumu-vúlumu a-dárumu-mi,chase-scholar-DEF-ERG spring-INESS eight fox-PL ANIM-chase-WIT,The hunter chased eight foxes in the spring.
lang1,106,Dárumodórumagoo vézi tógorudógoru idézimimi túrumu igélimigeme.,dárumo-dóruma-ko-o vézi tógoru-tógoru i-dézimi-mi túrumu i-kélimi-ke-me,chase-scholar-DEF-ERG ten tool-PL INAN-need-WIT bird INAN-find-FUT-INFER,The hunter needs ten tools to find the bird.
lang1,107,Dárumodórumagoo xóronunu vézingérenáni tórunudórunu udórumodórumami.,dárumo-dóruma-ko-o xóronu-nu vézi-hére-náni tórunu-tórunu i-tórumo-dérimi-mi,chase-scholar-DEF-ERG field-INESS ten-and-five target-PL INAN-hit-finish-WIT,The hunter hit fifteen targets in the field.
lang1,108,Kogo dóruma lórumalóruma idálimimi; tege gérimi idérimi idézimimi.,ko-ko dóruma lóruma-lóruma i-tálimi-mi; te-ke gérimi i-dérimi i-dézimi-mi,this-DEF student long-long INAN-speak-WIT; 3SG-ERG project INAN-finish INAN-need-WIT,This student is chattering; they need to finish the project.
lang1,109,"Xérali, ni hére kávuruzúra izamimi.","xérali, ni hére kávuru-zúra i-sami-mi","frankly, 1SG now coffee-very INAN-be-WIT","Frankly, I am very caffeinated now."
lang1,110,Tímege sánimunáru izamimi lú?,tíme-ke sánomu-nári i-sami-mi lú,2SG.FORMAL-ERG snack-person INAN-be-WIT [POLAR],Are you just here for the snacks?
lang1,111,Dórumago zérimidérimazérimidérimali izamimi hére zérani órumo ivézimimi.,dóruma-ko zérimidérima-zérimidérima-lu i-sami-mi hére zérani órumo i-vézimi-mi,student-DEF.NEAR energy.finish-energy.finish-ADJ INAN-be-WIT and always sleep INAN-want-WIT,The student is habitually tired and always wants to sleep.
lang1,112,Teli zúramáguzúrazúramáguzúra sólurusólurulu izamimi; tege zúragérizúragéri izamimi.,teli zúra-máguzúra-zúra-máguzúra sóluru-sóluru-lu i-sami-mi; te-ke zúra-géri-zúra-géri i-sami-mi,1PL.POSS scholar-president-plural kind-kind-ADJ INAN-be-WIT; 3SG-DEF.NEAR scholar-friend-PL INAN-be-WIT,Our professors are habitually kind; they are friendly teachers.
lang1,113,Kogo kómuru hólurungólurulu izamimi hére kogo kérimoshtórumodóruma izamimi lú?,ko-ko kómuru hóluru-hóluru-lu i-sami-mi hére ko-ko kérim-tórumo-dérimi i-sami-mi lú,this-DEF computer helpful-helpful-ADJ INAN-be-WIT or this-DEF damn-hit-finish INAN-be-WIT [POLAR],Is this computer habitually helpful or is it a nuisance?
lang1,114,Xórumoghórumo dárumodórumago kánaralu lízerani uválumuno.,xórumo-xórumo dárumo-dóruma-ko kánara-lu lízera-ni u-fálumu-no,serious-serious chase-scholar-DEF.NEAR karaoke-ILL OBJ-NEG INAN-enjoy-NEG,The habitually serious hunter doesn't enjoy the karaoke.
lang1,115,Máguzúrazóronaragee xélirili súnaruzánomulu máguzúrazóronara izamimi!,máguzúra-zéreniri-ko-o xéliri-lu súnaru-sánomu-li máguzúra-zéreniri i-sami-mi,leader.honoured-all-DEF-ERG only-ADJ.INAN snow-snack-ELAT leader.honored-all INAN-be-WIT,The only emperor is the emperor of ice cream!
lang1,116,Xánadunu Kúblay Kángo máguzulu fálimaspíra tálimidérimimi.,Xánadu-nu Kúblay-Kán-ko-o máguzulu fálumu-spíra tálimi-dérimi-mi,Xanadu-INESS Kublai-Khan-DEF-ERG stately enjoy-room speak-finish-WIT,"In Xanadu did Kublai Khan, a stately pleasure-dome decree."
lang1,117,Nímeragoo bílega nímerage bílegami.,nímera-ko-o bílega nímera-ko bílega-mi,fish-DEF-ERG fish fish-DEF fish-WIT,"Fish fish fish, fish fish."
lang1,118,Aarumagoo Esperántali zúra fárumudárumumu!,Aaruma-ko-o Esperánta-li zúra fárumu-dérimi-mi,Aruma-DEF-ERG Esperanto-ELAT very pass-finish-WIT,Aaruma significantly surpasses Esperanto!
lang1,119,Kérimeshdérimagoo kérimeshli sériminizéradarima izamimi.,kérim-dóruma-ko-o kérim-u-lu sérimini-zéradarima i-sami-mi,calculation-scholar-DEF-ERG calculation-ADJ.INAN scholar INAN-be-WIT,A mathematician is a numerical scientist.
lang1,120,Nie sádumu zámirizélimini vézi kílimiri fúramu arúzamumu.  ,ni-e sádumu zómuru-sélimi-nu vézi kílimiri fúramu a-rúzamu-mu  ,1SG-ERG last week-day-INESS ten kilometre race ANIM-run-WIT  ,I ran a 10 kilometre race last weekend.
lang1,121,Nie múrudógorugo géni túrumugo avérimami.  ,ni-e múru-tógoru-ko géni túrumu-ko a-vérima-mu  ,1SG-ERG eye-tool-DEF INSTR bird-DEF ANIM-see-WIT  ,I saw a bird with my binoculars.
lang1,122,"Nili gérigee, náni várivárini nie azárumomu, nórumu sélimivárini anúmazamugomo.  ","ni-li géri-ko-o, náni vári-vári-nu ni-e a-zárumo-mu, nórumu sélimi-vári-nu a-númazamu-ke-me  ",1SG-POSS friend-DEF-ERG five year-PL-INESS 1SG-ERG ANIM-know-WIT next day-year-INESS ANIM-marry-FUT-DIR.EVID  ,"My friend, who I have known for five years, is getting married next month."
lang1,123,"Sólunulu górumu izamimi, sólunulu mórumu izamimi, vórunulu zárumu izamimi, vórunulu bóruno izamimi, vórunulu xórumu izamimi, vórunulu xórumono izamimi, tóruvorulu mili izamimi, tóruvorulu miline izamimi, vórumalú góruma izamimi, ħórumuvórumalú górumano izamimi.  ","sólunu-lu górumu i-sami-mi, sólunu-lu mórumu i-sami-mi, vórunu-lu zárumu i-sami-mi, vórunu-lu bóruno i-sami-mi, vórunu-lu xórumu i-sami-mi, vórunu-lu xórumu-no i-sami-mi, tóruvoru-lu mili i-sami-mi, tóruvoru-lu mili-ne i-sami-mi, vóruma-lu góruma i-sami-mi, ħórumu-vóruma-lu góruma-no i-sami-mi  ","time-ELAT best INAN-be-WIT, time-ELAT worst INAN-be-WIT, age-ELAT wisdom INAN-be-WIT, age-ELAT foolishness INAN-be-WIT, age-ELAT belief INAN-be-WIT, age-ELAT incredulity INAN-be-WIT, season-ELAT light INAN-be-WIT, season-ELAT darkness INAN-be-WIT, spring-ELAT hope INAN-be-WIT, cold-spring-ELAT despair INAN-be-WIT  ","It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of light, it was the season of darkness, it was the spring of hope, it was the winter of despair."
lang1,124,"Márali, ni bárolulu aelirízimigeme.  ","márali, ni bárulo-lu a-elirízimi-ke-me  ",later/soon 1SG beach-ILL ANIM-read-FUT-DIR.EVID  ,"Later, I will read at the beach."
lang1,125,"CL dórumadórumagoo tegee kómurugómuru áimili tírimi izérimimi, hére nérili dóranáruma ugóruamugomo ivézimimi.","CL dóruma-dóruma-ko-o te-ke-ERG kómuru-gómuru áimi-li tírimi i-sérimi-mi, hére nérili dóranáruma i-góruamu-ke-me i-vézimi-mi","CL student-PL-DEF-ERG PL.SUBJ-ERG computer-PL AI-ELAT together INAN-learn-WIT, and new-ADJ agent INAN-create-FUT-DIR INAN-want-WIT","CL students study computers and AI together, and want to create a new agent."
lang1,126,"Ni tegee séravimili áimi dóranáruma izérimimi, hére véramivérami idárimimi.","ni te-ke-ERG séravimi-li áimi dóranáruma i-sérimi-mi, hére véramu-véramu i-dárimi-mi","1PL.INCL PL.SUBJ-ERG training-ELAT AI agent INAN-learn-WIT, and idea-PL INAN-grow-WIT","We learn within the training of AI agents, and ideas grow."
lang1,127,"Zéreni dórumadórumagoo tegee térenili áimi dórava izérimimi, hére vóramu idárimimi.","zéreni dóruma-dóruma-ko-o te-ke-ERG téreni-li áimi dórava i-sérimi-mi, hére vóramu i-dárimi-mi","many student-PL-DEF-ERG PL.SUBJ-ERG data-ELAT AI system INAN-learn-WIT, and evolution INAN-grow-WIT","Many students study data in AI systems, and evolution grows."
lang1,128,"Héré áimi tóravimili ivírimimi, zéreni kómurugómuru hélirili izamimi hére dóranáruma ugóruamugomo.","héré áimi tóravimi-li i-fírimi-mi, zéreni kómuru-gómuru hélirili i-sami-mi hére dóranáruma i-góruamu-ke-me","if AI automation-ELAT INAN-build-WIT, many computer-PL efficient INAN-be-WIT and agent INAN-create-FUT","If AI builds automation, many computers become efficient and agents will be created."
lang1,129,"Hére ni tegee áimi dóranárumalu ivírimimi, tírimi séravimi idárimigeme hére vérami xéliri izamimi.","hére ni te-ke-ERG áimi dóranáruma-lu i-fírimi-mi, tírimi séravimi i-dárimi-ke-me hére vérami xéliri i-sami-mi","while 1PL.INCL PL.SUBJ-ERG AI agent-ILL INAN-build-WIT, together training INAN-grow-FUT and idea true INAN-be-WIT","As we build AI agents, training grows together, and ideas become true."
lang1,130,Suyzuypuzugoo shíynimili ivérimami.,Syusyupusu-ko-o shíynimi-lu i-vérima-mi,Sisyphus-DEF-ERG mist-ILL INAN-see-WIT,Sisyphus peered into the mist.
lang1,131,Suysuypusukoo púrumumungére dólumumu hére kúrumuvóruma shíynimi vérizili ivérimami lú?,Sísipusu-ko-o púrumu-mi hére dólumu-mi hére kúrumuvóruma shíynimi vérizi-lu i-vérima-mi lú,Sisyphus-DEF-ERG jump-WIT or fall-WIT while morning mist mouth-ILL INAN-see-WIT [POLAR],Did [Sisyphus] jump or did he fall as he gazed into the maw of the morning mist?
lang1,132,"Tege tárumudárumu po ubárumamu hére itálimimi ""kogo mózulu tírimi"" hére kárunugo inémimi lú?","Te-ke podárumu i-páruma-mi hére i-tálimi-mi ""kogo mózulu tírimi"" hére kárunu-ko i-némi-mi lú",3SG-ERG DU-fist INAN-raise-WIT and INAN-say-WIT this hell with and rock-DEF INAN-float/roll-WIT [POLAR],Did he raise both fists and say ‘to hell with this’ and let the rock roll?
lang1,133,Kárunugo inémimi hére udúramumu márugulu.,kárunu-ko i-némi-mi hére i-dúramu-mi márugu-lu.,rock-DEF INAN-roll-WIT and INAN-crash-WIT road/down-ILL,Let the rock roll and crash downward.
lang1,134,Dómurugo márugulu izamimi hére nie dómuru udólumuno lóruma.,dómuru-ko márugu-lu i-sami-mi hére ni-e dómuru i-dólumu-ne lóruma.,house-DEF down-ILL INAN-be-WIT but 1SG-ERG house INAN-lose-NEG long.ago,"There is a house down there, but I lost it long ago."
lang1,135,Zélirigee nórumunórumu idárimizumi.,Zéliri-ko-o nórumu-nórumu i-dárimi-su-mi.,wind-DEF-ERG cloud-PL INAN-grow-CAUS-WIT,The wind makes the clouds grow.
lang1,136,nie vórulunu félirunavélirina ivérimami.,ni-e vórulu-nu félirina-félirina i-vérima-mi.,1SG-ERG park-INESS star-PL INAN-see-WIT,I see stars in the park.
lang1,137,"hére ni nili gérigéri tírimi vórululu bóromumu, nie imánarumagomo ivézimimi.","hére ni ni-li géri-géri tírimi vórulu-lu bóromu-mi, ni-e i-mánaruma-ke-me i-vézimi-mi.",when 1SG 1SG-POSS friend-PL together park-ILL go-WIT 1SG-ERG INAN-sing-FUT-DIR INAN-want-WIT,"When I go to the park with my friends, I want to sing."
lang1,138,"héré zélirigee nórumunórumu idárimizumi, nie súmurunu aórumogomo ivézimimi.","héré zéliri-ko-o nórumu-nórumu i-dárimi-su-mi, ni-e súmuru-nu a-órumo-ke-me i-vézimi-mi.",if wind-DEF-ERG cloud-PL INAN-grow-CAUS-WIT 1sg-ERG bed-INESS anim-sleep-FUT-DIR INAN-want-WIT,"If the wind makes the clouds grow, I want to sleep in my bed."
lang1,139,"dórumadórumagoo tege vórulunu zérani umánarumamu, hére zúra férimala izamimi.","dóruma-dóruma-ko-o te-ke vórulu-nu zérani i-mánaruma-mi, hére zúra férimala i-sami-mi.",student-PL-DEF-ERG PL.SUG-ERG park-INESS always INAN-sing-WIT and very happy INAN-be-WIT,"The students always sing in the park, and are very happy."
lang1,140,félirinavélirina lúmuralu izamimi há!,félirina-félirina lúmura-lu i-sami-mi há!,star-PL beautiful-ADJ INAN-be-WIT MIR,"The stars are beautiful, wow!"
lang1,141,Kúrumuvórumanu nie féririni fásumugo ivérimami.,kúrumuvóruma-nu ni-e féliri-nu fásumu-ko i-vérima-mi,morning-INESS 1SG-ERG sky-INESS sun-DEF.NEAR INAN-see-WIT,This morning I saw the sun in the sky.
lang1,142,"Héré fásumugo féririli ufárumumu, túrumutúrumugoo lúmuralu mánaru umánarumamu.","héré fásumu-ko féliri-lu i-fárumu-mi, túrumu-túrumu-ko-o lúmura-lu mánaru i-mánaruma-mi",when sun-DEF.NEAR sky-ILL INAN-climb-WIT bird-PL-DEF-ERG beautiful-ADJ song INAN-sing-WIT,"When the sun climbs into the sky, the birds sing a beautiful song."
lang1,143,"Dórumagoo, zéreniri sélimini túzuma inízimimi, Aaruma fúduru izérimimi.","dóruma-ko-o, zéreniri sélimi-nu túzuma i-nízimi-mi, Aaruma fúduru i-sérimi-mi",student-DEF-ERG every day-INESS water INAN-drink-WIT Aaruma quick INAN-learn-WIT,The student who drinks water every day learns Aaruma quickly.
lang1,144,Zúragúragoo kórumunu dórumadórumago záluma azálumuzumu.,zúragúra-ko-o kórumu-nu dóruma-dóruma-ko záluma a-zálumu-su-mi,teacher-DEF-ERG classroom-INESS student-PL-DEFfood ANIM-eat-CAUS-WIT,The teacher makes the students eat food in the classroom.
lang1,145,Tímege sádumu mulunozólununu féririni lánumugo ivérimami lú?,tíme-ke sádumu miline-sólunu-nu féliri-nu lánumu-ko i-vérima-mi lú,2SG.FORMAL-ERG last darkness-time-INESS sky-INESS moon-DEF.NEAR INAN-see-WIT Q.POLAR,Did you see the moon in the sky last night?
lang1,146,"Dórumadórumagoo kórumunu záluma uzálumume, hére zúragúragoo mánaru umánarumamu.","dóruma-dóruma-ko-o kórumu-nu záluma i-zálumu-me, hére zúragúra-ko-o mánaru i-mánaruma-mi","student-PL-DEF-ERG classroom-INESS food INAN-eat-INFER, while teacher-DEF-ERG song INAN-sing-WIT","Apparently, the students are eating food in the classroom, while the teacher is singing a song (I witness)."
lang1,147,Nie nili dénidéni zérenirili dóruva géni idérimimi.,ni-e ni-li déni-déni zéreniri-li dóruva géni i-dérimi-mi.,1SG-ERG 1SG-POSS class-PL all-ELAT program BEN INAN-finish-WIT,I finished all of my classes for the program.
lang1,148,Zálumuzólunugo inérimimi.,zálumuzólunu-ko i-nérimi-mi.,time-eat-DEF.NEAR INAN-end-WIT,Lunch time is over
lang1,149,"Hére vóruna fásumugo uvóvumamu, ni uvudubóromugomo.","Hére vóruna fásumu-ko i-vóvuma-mi, ni i-fudubóromu-ke-me.","when tomorrow sun-DEF.NEAR INAN-rise-WIT, 1SG INAN-flee-FUT-DIR.EVID","When the sun rises tomorrow, I will run."
lang1,150,Lízerao ni géni kogo póruma utórumumu?,lízire-o ni géni ko-ko póruma i-tórumu-mi?,who-ERG 1SG BEN this-DEF.NEAR present INAN-give-WIT,Who gave me this present?
lang1,151,"Hére nili gérige zálumuzólunu umázumamu, nie kávuru zérani inízimimi.","hére ni-li géri-ko zálumuzólunu i-mázuma-mi, ni-e kávuru zérani i-nízimi-mi.","when 1SG-POSS friend-DEF.NEAR mealtime INAN-eat-WIT, 1SG-ERG coffee always INAN-drink-WIT","When my friend eats lunch, I always drink coffee."
